Disease ID,Disease Name,Baseline R@100,Augmented R@100,Improvement,Baseline MRR,Augmented MRR
C0008625,Chromosome Aberrations,0.0,0.0,0.0,0.0005745792919338666,0.0006421851254055631
C0008924,Cleft Lip,0.0,0.0,0.0,0.0006595178723169448,0.0005510654702527142
C0008925,Cleft Palate,0.0,0.0,0.0,0.0008539000473010752,0.001238704650126435
C0009241,Cognition Disorders,0.03333333333333333,0.0,-0.03333333333333333,0.017290226237244976,0.0007918876402290281
C0009319,Colitis,0.03333333333333333,0.0,-0.03333333333333333,0.0013552612554409748,0.0006156430090083749
C0009324,Ulcerative Colitis,0.025,0.0375,0.012499999999999997,0.0014181721730553965,0.0015351707276969342
C0009363,Congenital ocular coloboma (disorder),0.05,0.05,0.0,0.0013231006227608475,0.0011665333270491005
C0009375,Colonic Neoplasms,0.07115384615384615,0.06346153846153847,-0.007692307692307679,0.0037648819560685194,0.0037124960568184658
C0009404,Colorectal Neoplasms,0.04696969696969697,0.051731601731601726,0.004761904761904759,0.0023006491616087915,0.0019503812513296619
C0009447,Common Variable Immunodeficiency,0.0,0.0,0.0,0.0008160253425113313,0.0006873328774125773
C0009952,Febrile Convulsions,0.0,0.0,0.0,0.0007866274977635079,0.00023720004579916748
C0010068,Coronary heart disease,0.016666666666666666,0.0,-0.016666666666666666,0.0005697751089528129,0.00033173101002546525
C0010278,Craniosynostosis,0.0,0.0,0.0,0.00029046064034011273,0.0003874393446440242
C0010346,Crohn Disease,0.02222222222222222,0.01111111111111111,-0.01111111111111111,0.001045300421240384,0.0008082960928553065
C0010606,Adenoid Cystic Carcinoma,0.030000000000000006,0.030000000000000006,0.0,0.004188043985899079,0.006023959953666021
C0011053,Deafness,0.0,0.0,0.0,0.00013172998598943945,0.0002603779541772522
C0011581,Depressive disorder,0.03333333333333333,0.0,-0.03333333333333333,0.0012077891777267182,0.0010835807984267963
C0011609,Drug Eruptions,0.0,0.0,0.0,0.0006972544908255752,0.001096091514686676
C0011615,"Dermatitis, Atopic",0.175,0.2,0.025000000000000022,0.01711937644773672,0.01895346489427447
C0011616,Contact Dermatitis,0.07142857142857142,0.07142857142857142,0.0,0.00197538847976894,0.0021199112609840733
C0011849,Diabetes Mellitus,0.0,0.03333333333333333,0.03333333333333333,0.0010381378164988709,0.0014621691896060409
C0011853,"Diabetes Mellitus, Experimental",0.019090909090909092,0.05818181818181818,0.03909090909090909,0.0017546817072055254,0.0018685268682150594
C0011854,"Diabetes Mellitus, Insulin-Dependent",0.02857142857142857,0.02857142857142857,0.0,0.0029894040633235376,0.001574595753686662
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",0.013333333333333332,0.006666666666666666,-0.006666666666666666,0.0014428882932381575,0.0008491591113178704
C0011881,Diabetic Nephropathy,0.0,0.025,0.025,0.00113678370414211,0.0013615319213998245
C0011882,Diabetic Neuropathies,0.0,0.05,0.05,0.0009284669787950056,0.0022548752226068214
C0011884,Diabetic Retinopathy,0.0,0.0,0.0,0.0006574872293309778,0.0007938993607430516
C0011991,Diarrhea,0.0,0.1,0.1,0.0006248951196201279,0.0017777692109232981
C0013080,Down Syndrome,0.0,0.0,0.0,0.00037776695776043176,0.00023780724755665186
C0013182,Drug Allergy,0.03333333333333333,0.0,-0.03333333333333333,0.0011383908308074963,0.0005308619190640039
C0013386,"Dyskinesia, Drug-Induced",0.0,0.0,0.0,0.00026182286204570824,0.0005954398905983537
C0013421,Dystonia,0.05,0.0,-0.05,0.0006669496026416689,0.00015443163082601852
C0013604,Edema,0.0,0.03333333333333333,0.03333333333333333,0.0007281620817339042,0.001178459294899869
C0013990,Pathological accumulation of air in tissues,0.1,0.0,-0.1,0.009495195756986999,0.00047033112965645343
C0014170,Endometrial Neoplasms,0.08,0.1,0.020000000000000004,0.0033166620854291227,0.004191367897230021
C0014175,Endometriosis,0.059166666666666666,0.059583333333333335,0.00041666666666666935,0.004496083471713102,0.006995978054696844
C0014544,Epilepsy,0.03333333333333333,0.016666666666666666,-0.016666666666666666,0.0009879211290178646,0.0009707269433495954
C0014549,Tonic-Clonic Epilepsy,0.0,0.0,0.0,0.0008846080227965727,0.0013398246915977158
C0014556,"Epilepsy, Temporal Lobe",0.0,0.05,0.05,0.0009779205864613948,0.0013066486843181378
C0014859,Esophageal Neoplasms,0.08095238095238096,0.06428571428571428,-0.016666666666666677,0.004657173914577774,0.00331924991062517
C0015393,Eye Abnormalities,0.0,0.2,0.2,0.0011223691137120365,0.014015986698542296
